,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League,cluster_tackel,cluster_anticipation,cluster_pass,cluster_possesion
2014,247,Maxime Gonalons,FR,MF,MF,Clermont Foot,33,1989,52.0,32.0,25.0,21.0,6.0,25.0,53.0,47.2,28.0,21.0,1.0,20.0,20.0,72.0,7.0,1.0,736.0,835.0,88.1,13744.0,4112.0,275.0,313.0,87.9,350.0,374.0,93.6,82.0,104.0,78.8,0.0,0.5,0.6,-0.5,9.0,80.0,6.0,1.0,99.0,801.0,31.0,30.0,1.0,21.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0,997.0,27.0,259.0,657.0,97.0,3.0,997.0,28.0,15.0,53.6,11.0,39.3,3943.0,1651.0,16.0,0.0,20.0,10.0,667.0,3.0,21.0,1.31,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2023,256,Mattéo Guendouzi,FR,MF,MF,Marseille,23,1999,39.0,18.0,9.0,21.0,9.0,14.0,38.0,36.8,24.0,12.0,5.0,7.0,21.0,60.0,18.0,0.0,1094.0,1267.0,86.3,18942.0,5287.0,493.0,554.0,89.0,451.0,501.0,90.0,111.0,140.0,79.3,4.0,2.1,2.4,1.9,20.0,143.0,33.0,4.0,170.0,1220.0,44.0,27.0,5.0,6.0,24.0,4.0,0.0,0.0,0.0,3.0,25.0,1441.0,32.0,193.0,817.0,455.0,63.0,1440.0,29.0,14.0,48.3,11.0,37.9,7373.0,3862.0,61.0,9.0,25.0,14.0,1074.0,100.0,67.0,2.86,55.0,1.0,4.0,2.0,2.0,3.0,9.0,0.38,7.0,0.0,0.0,0.0,1.0,1.0,Ligue1,1,1,1,2
2025,258,Pape Gueye,SN,MF,DF,Marseille,23,1999,18.0,7.0,10.0,7.0,1.0,7.0,15.0,46.7,8.0,9.0,2.0,7.0,9.0,27.0,2.0,0.0,271.0,320.0,84.7,4966.0,1291.0,100.0,106.0,94.3,142.0,165.0,86.1,25.0,39.0,64.1,1.0,0.9,0.4,0.0999999999999999,4.0,22.0,6.0,2.0,31.0,304.0,15.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,388.0,9.0,72.0,246.0,73.0,7.0,388.0,7.0,1.0,14.3,4.0,57.1,1687.0,881.0,4.0,1.0,7.0,6.0,271.0,13.0,10.0,1.83,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2027,260,Serhou Guirassy,GN,MF,MF,Rennes,26,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,67.0,7.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,3.0,9.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,7.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2031,264,Massadio Haïdara,ML,DF,MF,Lens,29,1992,24.0,16.0,9.0,9.0,6.0,12.0,24.0,50.0,12.0,26.0,9.0,17.0,36.0,60.0,39.0,1.0,843.0,996.0,84.6,13642.0,4334.0,416.0,461.0,90.2,349.0,407.0,85.7,49.0,78.0,62.8,1.0,1.1,1.5,-0.1,8.0,62.0,14.0,5.0,85.0,873.0,116.0,28.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,7.0,11.0,1188.0,76.0,345.0,611.0,237.0,29.0,1188.0,20.0,8.0,40.0,6.0,30.0,4538.0,2253.0,29.0,5.0,25.0,5.0,751.0,58.0,18.0,0.97,15.0,0.0,1.0,0.0,1.0,1.0,3.0,0.16,1.0,0.0,0.0,0.0,1.0,1.0,Ligue1,1,2,2,2
2032,265,Achraf Hakimi,MA,DF,MF,Paris S-G,23,1998,54.0,34.0,19.0,20.0,15.0,31.0,59.0,52.5,28.0,34.0,2.0,32.0,16.0,70.0,19.0,0.0,1373.0,1538.0,89.3,17560.0,4800.0,875.0,952.0,91.9,378.0,416.0,90.9,28.0,40.0,70.0,3.0,3.0,5.3,0.0,33.0,49.0,46.0,13.0,99.0,1422.0,116.0,12.0,1.0,1.0,42.0,3.0,0.0,0.0,0.0,0.0,35.0,1772.0,49.0,361.0,716.0,713.0,82.0,1772.0,74.0,29.0,39.2,32.0,43.2,7700.0,4281.0,66.0,22.0,29.0,23.0,1326.0,229.0,75.0,3.29,64.0,1.0,4.0,2.0,2.0,2.0,9.0,0.39,5.0,0.0,1.0,1.0,1.0,1.0,Ligue1,1,1,1,3
2049,282,Bonke Innocent,NG,MF,MF,Lorient,26,1996,28.0,17.0,13.0,14.0,1.0,11.0,36.0,30.6,25.0,22.0,5.0,17.0,26.0,54.0,31.0,0.0,515.0,577.0,89.3,8110.0,1984.0,245.0,268.0,91.4,211.0,230.0,91.7,31.0,43.0,72.1,1.0,0.3,0.2,0.7,5.0,30.0,1.0,0.0,31.0,568.0,9.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,718.0,60.0,252.0,424.0,47.0,2.0,718.0,8.0,6.0,75.0,0.0,0.0,2178.0,742.0,8.0,0.0,7.0,4.0,442.0,0.0,17.0,1.3,14.0,0.0,0.0,2.0,0.0,1.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2056,289,Dany Jean,HT,DF,MF,Strasbourg,19,2002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,44.4,46.0,26.0,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,4.0,8.0,0.0,13.0,1.0,0.0,0.0,1.0,100.0,74.0,21.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2072,305,Ayman Kari,FR,MF,DF,Lorient,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,0.0,67.0,74.0,90.5,939.0,192.0,38.0,40.0,95.0,20.0,22.0,90.9,4.0,4.0,100.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,7.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94.0,0.0,32.0,38.0,27.0,6.0,94.0,7.0,4.0,57.1,2.0,28.6,401.0,215.0,4.0,1.0,3.0,1.0,64.0,3.0,7.0,6.56,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2075,308,Saîf-Eddine Khaoui,TN,MF,MF,Clermont Foot,27,1995,47.0,28.0,14.0,25.0,8.0,15.0,47.0,31.9,32.0,17.0,2.0,15.0,33.0,80.0,8.0,0.0,486.0,713.0,68.2,7402.0,2642.0,249.0,314.0,79.3,165.0,224.0,73.7,36.0,106.0,34.0,3.0,3.8,1.9,-0.7999999999999998,38.0,50.0,14.0,2.0,72.0,636.0,70.0,24.0,2.0,2.0,56.0,46.0,17.0,19.0,0.0,7.0,17.0,963.0,16.0,147.0,511.0,330.0,48.0,963.0,52.0,24.0,46.2,21.0,40.4,3607.0,1536.0,28.0,4.0,43.0,23.0,592.0,88.0,74.0,3.28,46.0,12.0,4.0,5.0,7.0,0.0,6.0,0.27,2.0,0.0,1.0,2.0,1.0,0.0,Ligue1,1,1,2,2
2079,312,Samuel Koeberlé,FR,MF,MF,Reims,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,43.0,25.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,1.0,0.0,9.0,2.0,1.0,50.0,1.0,50.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2085,318,Rominigue Kouamé,ML,MF,MF,Troyes,25,1996,44.0,27.0,28.0,14.0,2.0,17.0,41.0,41.5,24.0,32.0,11.0,21.0,49.0,93.0,46.0,1.0,1244.0,1403.0,88.7,22131.0,5532.0,513.0,558.0,91.9,574.0,636.0,90.3,119.0,144.0,82.6,1.0,2.1,1.5,-1.1,23.0,145.0,13.0,2.0,169.0,1391.0,8.0,8.0,2.0,17.0,5.0,0.0,0.0,0.0,0.0,4.0,17.0,1698.0,113.0,505.0,1002.0,230.0,19.0,1698.0,71.0,50.0,70.4,15.0,21.1,8361.0,3627.0,47.0,4.0,38.0,25.0,1180.0,36.0,66.0,2.23,58.0,0.0,5.0,2.0,1.0,0.0,7.0,0.24,6.0,0.0,1.0,0.0,0.0,0.0,Ligue1,1,2,1,2
2093,326,Qazim Laçi,AL,MF,MF,Ajaccio,26,1996,6.0,3.0,2.0,3.0,1.0,4.0,9.0,44.4,5.0,5.0,0.0,5.0,2.0,8.0,3.0,0.0,111.0,142.0,78.2,2278.0,691.0,44.0,55.0,80.0,43.0,50.0,86.0,21.0,31.0,67.7,0.0,0.2,0.4,-0.2,3.0,18.0,1.0,0.0,24.0,134.0,8.0,5.0,0.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,2.0,171.0,3.0,20.0,109.0,44.0,1.0,171.0,4.0,2.0,50.0,1.0,25.0,585.0,207.0,3.0,0.0,1.0,0.0,109.0,4.0,10.0,4.25,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2098,331,Yasser Larouci,FR,DF,MF,Troyes,21,2001,23.0,13.0,13.0,8.0,2.0,15.0,24.0,62.5,9.0,15.0,1.0,14.0,26.0,49.0,46.0,0.0,621.0,824.0,75.4,9416.0,3449.0,328.0,390.0,84.1,249.0,325.0,76.6,24.0,64.0,37.5,1.0,1.6,1.3,-0.6000000000000001,17.0,40.0,17.0,8.0,63.0,655.0,166.0,12.0,5.0,0.0,50.0,5.0,3.0,0.0,0.0,3.0,20.0,1073.0,72.0,324.0,485.0,289.0,26.0,1073.0,87.0,38.0,43.7,42.0,48.3,5119.0,2569.0,49.0,14.0,43.0,37.0,643.0,113.0,35.0,1.75,23.0,1.0,3.0,2.0,5.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,3
2100,333,Théo Le Bris,FR,MF,DF,Lorient,19,2002,31.0,19.0,17.0,11.0,3.0,15.0,33.0,45.5,18.0,21.0,2.0,19.0,18.0,49.0,31.0,0.0,491.0,611.0,80.4,6675.0,1852.0,304.0,358.0,84.9,160.0,187.0,85.6,10.0,24.0,41.7,2.0,1.2,1.7,0.8,14.0,26.0,11.0,2.0,47.0,550.0,58.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,19.0,792.0,34.0,211.0,323.0,265.0,48.0,792.0,38.0,15.0,39.5,23.0,60.5,3435.0,1566.0,31.0,20.0,21.0,10.0,503.0,103.0,25.0,1.55,21.0,1.0,2.0,1.0,0.0,0.0,6.0,0.37,4.0,0.0,2.0,0.0,0.0,0.0,Ligue1,1,1,2,2
2103,336,Enzo Le Fée,FR,MF,MF,Lorient,22,2000,108.0,64.0,52.0,40.0,16.0,43.0,113.0,38.1,70.0,50.0,5.0,45.0,34.0,142.0,38.0,1.0,1708.0,2118.0,80.6,28806.0,9189.0,773.0,868.0,89.1,645.0,777.0,83.0,184.0,307.0,59.9,6.0,6.8,4.7,-0.7999999999999998,67.0,170.0,37.0,5.0,218.0,1863.0,249.0,103.0,11.0,13.0,136.0,94.0,39.0,38.0,2.0,6.0,48.0,2611.0,89.0,558.0,1422.0,675.0,35.0,2611.0,155.0,68.0,43.9,67.0,43.2,12115.0,5413.0,90.0,13.0,74.0,55.0,1798.0,105.0,120.0,3.57,79.0,27.0,5.0,4.0,4.0,1.0,11.0,0.33,5.0,5.0,0.0,1.0,0.0,0.0,Ligue1,2,2,1,3
2106,339,Paolo Lebas,PT,MF,MF,Ajaccio,19,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,208.0,72.0,6.0,10.0,60.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,12.0,4.0,0.0,18.0,1.0,1.0,100.0,0.0,0.0,44.0,15.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2109,342,Pierre Lees-Melou,FR,MF,MF,Brest,29,1993,97.0,55.0,55.0,37.0,5.0,57.0,123.0,46.3,66.0,48.0,13.0,35.0,52.0,149.0,46.0,1.0,1198.0,1461.0,82.0,24298.0,8391.0,455.0,520.0,87.5,482.0,551.0,87.5,222.0,322.0,68.9,5.0,2.3,2.4,2.7,16.0,150.0,14.0,5.0,179.0,1398.0,61.0,55.0,8.0,37.0,41.0,1.0,1.0,0.0,0.0,2.0,24.0,1840.0,116.0,576.0,1000.0,300.0,19.0,1840.0,44.0,22.0,50.0,12.0,27.3,7903.0,3555.0,44.0,7.0,30.0,20.0,1089.0,45.0,56.0,1.82,42.0,2.0,2.0,6.0,1.0,3.0,7.0,0.23,5.0,0.0,0.0,1.0,0.0,1.0,Ligue1,2,2,1,2
2110,343,Félix Lemaréchal,FR,MF,MF,Brest,18,2003,5.0,5.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,6.0,0.0,6.0,1.0,6.0,2.0,0.0,89.0,113.0,78.8,1468.0,322.0,49.0,56.0,87.5,32.0,43.0,74.4,7.0,12.0,58.3,0.0,0.5,0.4,-0.5,6.0,6.0,4.0,1.0,14.0,103.0,10.0,4.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,2.0,143.0,0.0,21.0,67.0,58.0,5.0,143.0,10.0,3.0,30.0,6.0,60.0,744.0,266.0,13.0,3.0,5.0,10.0,93.0,9.0,12.0,3.75,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2111,344,Mario Lemina,GA,MF,DF,Nice,28,1993,32.0,21.0,11.0,14.0,7.0,12.0,18.0,66.7,6.0,13.0,5.0,8.0,11.0,43.0,20.0,0.0,569.0,637.0,89.3,9544.0,2701.0,253.0,268.0,94.4,252.0,265.0,95.1,42.0,75.0,56.0,0.0,0.1,0.2,-0.1,4.0,44.0,3.0,0.0,46.0,629.0,5.0,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,724.0,39.0,204.0,451.0,73.0,6.0,724.0,16.0,11.0,68.8,5.0,31.3,2983.0,1278.0,14.0,0.0,4.0,1.0,549.0,10.0,12.0,1.29,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2113,346,Johann Lepenant,FR,MF,MF,Lyon,19,2002,58.0,34.0,24.0,27.0,7.0,32.0,86.0,37.2,54.0,29.0,5.0,24.0,28.0,86.0,17.0,3.0,1163.0,1301.0,89.4,19634.0,4333.0,504.0,570.0,88.4,524.0,554.0,94.6,90.0,103.0,87.4,2.0,1.2,1.3,0.8,10.0,115.0,6.0,1.0,125.0,1284.0,17.0,12.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,1543.0,35.0,315.0,932.0,309.0,18.0,1543.0,48.0,21.0,43.8,21.0,43.8,5661.0,2144.0,37.0,2.0,40.0,28.0,1107.0,44.0,35.0,1.63,26.0,0.0,0.0,4.0,3.0,2.0,4.0,0.19,2.0,0.0,0.0,1.0,1.0,0.0,Ligue1,2,2,1,2
2115,348,Léo Leroy,FR,MF,MF,Montpellier,22,2000,53.0,38.0,24.0,26.0,3.0,31.0,57.0,54.4,26.0,25.0,2.0,23.0,14.0,67.0,8.0,0.0,387.0,521.0,74.3,6219.0,2029.0,202.0,263.0,76.8,123.0,149.0,82.6,35.0,60.0,58.3,0.0,0.9,1.1,-0.9,11.0,34.0,10.0,2.0,61.0,509.0,6.0,5.0,4.0,9.0,10.0,1.0,0.0,0.0,0.0,6.0,16.0,692.0,23.0,184.0,401.0,123.0,19.0,692.0,30.0,11.0,36.7,15.0,50.0,2520.0,1176.0,15.0,3.0,27.0,14.0,398.0,25.0,31.0,2.34,24.0,0.0,1.0,4.0,1.0,1.0,7.0,0.53,7.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2118,351,Dimitri Liénard,FR,DF,MF,Strasbourg,34,1988,46.0,29.0,20.0,18.0,8.0,34.0,57.0,59.6,23.0,28.0,4.0,24.0,16.0,62.0,24.0,0.0,728.0,982.0,74.1,13692.0,4011.0,299.0,347.0,86.2,299.0,372.0,80.4,106.0,224.0,47.3,0.0,2.0,2.5,-2.0,31.0,49.0,25.0,9.0,67.0,785.0,193.0,40.0,0.0,12.0,119.0,51.0,15.0,28.0,1.0,4.0,17.0,1169.0,35.0,291.0,514.0,379.0,9.0,1169.0,27.0,10.0,37.0,15.0,55.6,3725.0,1516.0,39.0,2.0,28.0,10.0,664.0,111.0,56.0,3.26,30.0,23.0,0.0,1.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,1,2
2125,358,Dion Lopy,SN,MF,MF,Reims,20,2002,45.0,24.0,22.0,16.0,7.0,23.0,62.0,37.1,39.0,27.0,3.0,24.0,22.0,67.0,18.0,0.0,627.0,741.0,84.6,12141.0,3116.0,229.0,274.0,83.6,279.0,318.0,87.7,97.0,118.0,82.2,1.0,1.6,0.7,-0.6000000000000001,15.0,82.0,4.0,0.0,101.0,727.0,12.0,10.0,0.0,11.0,6.0,1.0,0.0,0.0,0.0,2.0,8.0,935.0,41.0,209.0,533.0,211.0,12.0,935.0,36.0,16.0,44.4,15.0,41.7,4238.0,1717.0,22.0,1.0,30.0,17.0,612.0,38.0,36.0,2.35,26.0,2.0,1.0,3.0,4.0,0.0,4.0,0.26,2.0,0.0,0.0,0.0,2.0,0.0,Ligue1,1,1,2,2
2128,361,Jean Lucas,BR,MF,MF,Monaco,24,1998,9.0,5.0,3.0,5.0,1.0,6.0,12.0,50.0,6.0,2.0,1.0,1.0,4.0,13.0,2.0,0.0,134.0,154.0,87.0,2491.0,633.0,60.0,67.0,89.6,54.0,59.0,91.5,17.0,22.0,77.3,0.0,0.2,0.2,-0.2,3.0,19.0,1.0,0.0,20.0,152.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,191.0,8.0,29.0,136.0,32.0,5.0,191.0,14.0,9.0,64.3,3.0,21.4,968.0,398.0,6.0,1.0,3.0,1.0,125.0,6.0,5.0,1.55,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2130,363,Youssouf M'Changama,KM,MF,MF,Auxerre,31,1990,22.0,11.0,7.0,12.0,3.0,7.0,13.0,53.8,6.0,6.0,0.0,6.0,15.0,37.0,6.0,1.0,384.0,489.0,78.5,6630.0,1857.0,175.0,207.0,84.5,150.0,170.0,88.2,40.0,82.0,48.8,0.0,0.9,1.2,-0.9,11.0,35.0,8.0,3.0,49.0,463.0,26.0,13.0,2.0,11.0,35.0,10.0,4.0,6.0,0.0,0.0,12.0,621.0,19.0,144.0,323.0,159.0,15.0,621.0,23.0,10.0,43.5,11.0,47.8,2174.0,811.0,11.0,1.0,18.0,9.0,401.0,35.0,29.0,2.42,19.0,5.0,0.0,0.0,5.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,Ligue1,1,1,2,1
2131,364,Deiver Machado,CO,DF,MF,Lens,28,1993,45.0,26.0,18.0,20.0,7.0,21.0,34.0,61.8,13.0,21.0,4.0,17.0,21.0,66.0,27.0,0.0,719.0,875.0,82.2,11319.0,3207.0,371.0,429.0,86.5,268.0,311.0,86.2,50.0,85.0,58.8,3.0,2.8,2.6,0.2000000000000001,20.0,33.0,21.0,13.0,54.0,718.0,156.0,10.0,0.0,2.0,60.0,1.0,1.0,0.0,0.0,1.0,26.0,1105.0,46.0,269.0,484.0,364.0,30.0,1105.0,54.0,17.0,31.5,23.0,42.6,4668.0,2043.0,41.0,10.0,30.0,11.0,649.0,131.0,42.0,1.73,26.0,4.0,2.0,0.0,8.0,2.0,6.0,0.25,3.0,2.0,0.0,0.0,0.0,1.0,Ligue1,1,1,1,2
2132,365,Soungoutou Magassa,FR,MF,MF,Monaco,18,2003,4.0,1.0,2.0,2.0,0.0,2.0,4.0,50.0,2.0,3.0,0.0,3.0,1.0,5.0,1.0,0.0,27.0,34.0,79.4,514.0,195.0,12.0,15.0,80.0,8.0,8.0,100.0,6.0,9.0,66.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,1.0,12.0,31.0,5.0,0.0,47.0,2.0,1.0,50.0,1.0,50.0,147.0,68.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2133,366,Hugo Magnetti,FR,MF,MF,Brest,24,1998,43.0,27.0,18.0,23.0,2.0,23.0,63.0,36.5,40.0,21.0,1.0,20.0,25.0,68.0,12.0,0.0,634.0,762.0,83.2,11461.0,2712.0,268.0,313.0,85.6,278.0,311.0,89.4,69.0,101.0,68.3,2.0,0.6,0.8,1.4,12.0,64.0,8.0,4.0,70.0,709.0,50.0,26.0,0.0,12.0,20.0,1.0,0.0,1.0,0.0,3.0,18.0,931.0,29.0,215.0,541.0,186.0,10.0,931.0,35.0,23.0,65.7,11.0,31.4,4099.0,1767.0,35.0,1.0,21.0,15.0,567.0,27.0,34.0,1.81,29.0,0.0,2.0,2.0,0.0,1.0,5.0,0.27,3.0,0.0,0.0,1.0,0.0,1.0,Ligue1,1,1,2,2
2134,367,Yohann Magnin,FR,MF,MF,Clermont Foot,25,1997,89.0,54.0,37.0,45.0,7.0,54.0,106.0,50.9,52.0,50.0,12.0,38.0,25.0,114.0,46.0,0.0,1121.0,1337.0,83.8,18526.0,5540.0,507.0,577.0,87.9,463.0,531.0,87.2,93.0,141.0,66.0,0.0,2.3,1.8,-2.3,21.0,88.0,9.0,2.0,121.0,1304.0,31.0,18.0,2.0,8.0,14.0,1.0,0.0,0.0,0.0,2.0,25.0,1643.0,60.0,430.0,999.0,226.0,28.0,1643.0,32.0,7.0,21.9,19.0,59.4,5308.0,2152.0,28.0,2.0,20.0,11.0,1071.0,56.0,47.0,1.76,39.0,0.0,1.0,1.0,2.0,4.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,Ligue1,2,2,1,2
2136,369,Jean-Victor Makengo,FR,MF,MF,Lorient,24,1998,16.0,8.0,5.0,10.0,1.0,6.0,20.0,30.0,14.0,8.0,5.0,3.0,10.0,26.0,13.0,1.0,475.0,540.0,88.0,6908.0,1677.0,261.0,288.0,90.6,168.0,185.0,90.8,19.0,28.0,67.9,0.0,0.5,0.7,-0.5,8.0,33.0,3.0,0.0,42.0,525.0,12.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,652.0,27.0,152.0,405.0,109.0,6.0,652.0,35.0,21.0,60.0,8.0,22.9,3480.0,1530.0,25.0,1.0,16.0,23.0,497.0,30.0,24.0,2.03,17.0,0.0,3.0,1.0,2.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2139,372,Hianga Mananga Mbock,FR,MF,MF,Brest,22,1999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,146.0,13.0,3.0,3.0,100.0,4.0,6.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,7.0,5.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,73.0,36.0,2.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
